,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
44946,1202999193,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110162,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-07,7.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110162,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:47:57.394Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44959,1202999179,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110149,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-03,3.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110149,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:47.031Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44964,1202999174,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110155,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-13,13.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110155,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:47:23.092Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44984,1202999110,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295108701,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-07,7.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295108701,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:52.795Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45004,1202999090,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295108692,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-26,26.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295108692,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:09.944Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45022,1202999050,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295107981,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-02,2.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295107981,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:25:52.492Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45067,1202999005,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295107241,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-01-29,29.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295107241,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:52.607Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45076,1202998996,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295106886,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-01-29,29.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295106886,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:25:58.033Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45105,1202998967,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295106501,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-31,31.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295106501,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:01.102Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45133,1202998849,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295125961,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,13.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-30,30.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295125961,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:53.960Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45152,1202998830,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295125936,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-08,8.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295125936,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:57.471Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45179,1202998803,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295125563,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-07-03,3.0,7.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295125563,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:52.514Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45278,1202998704,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295124107,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,14.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-15,15.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295124107,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:20.460Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45350,1202998632,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295123488,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-06-25,25.0,6.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295123488,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:51:24.800Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45367,1202998416,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295121738,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,10.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-01-18,18.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295121738,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:25:56.484Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45494,1202998179,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295117712,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-02-24,24.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295117712,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:05:19.146Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45536,1202998134,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295117363,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-01-02,2.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295117363,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:51:38.059Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45547,1202953084,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175965,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175965,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:47:54.349Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45550,1202953078,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176679,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176679,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:57.542Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45578,1202953041,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176321,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-17,17.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176321,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:08.428Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45600,1202953004,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175945,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-19,19.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175945,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:13.250Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45607,1202952976,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175591,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175591,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:33.300Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45618,1202951681,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176282,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176282,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:47:23.925Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45621,1202951678,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176296,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176296,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:19.408Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45639,1202951660,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175930,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-19,19.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175930,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:42.293Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45647,1202951652,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175923,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175923,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:16.956Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45667,1202951632,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175586,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175586,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:48:00.361Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45695,1202950282,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176988,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-19,19.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176988,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:21.727Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45702,1202950272,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176272,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176272,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:57.174Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45752,1202950208,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175564,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-19,19.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175564,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:50:58.822Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45754,1202950206,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175892,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-17,17.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175892,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:50:52.859Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45781,1202948857,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176959,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-17,17.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176959,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:12:35.058Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45793,1202948795,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295175548,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-16,16.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295175548,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:13.854Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45809,1202947488,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295177331,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-17,17.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295177331,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:18.112Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45821,1202947464,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295176931,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-18,18.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295176931,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:07:28.286Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45840,1202946102,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS295177308,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-17,17.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS295177308,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:12:32.534Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
