,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
42837,1203002392,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295117796,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-01-22,22.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295117796,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:04.925Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
42917,1203002312,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295116301,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-02-10,10.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295116301,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:25:43.530Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
42981,1203002248,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295114840,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-05,5.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295114840,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:28.847Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43038,1203002191,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295114105,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-10-18,18.0,10.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295114105,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:55.154Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43099,1203002130,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295113368,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-07,7.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295113368,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:50:52.839Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43207,1203001954,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295109105,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-31,31.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295109105,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:55.021Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43222,1203001939,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295108754,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-28,28.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295108754,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:52.487Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43293,1203001846,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295107301,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-01-29,29.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295107301,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:47:54.300Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43340,1203001799,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295106554,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-26,26.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295106554,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:45:40.350Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43433,1203001523,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295124675,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-11-04,4.0,11.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295124675,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:51:26.327Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43521,1203001435,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295123719,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-26,26.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295123719,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:55.719Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43588,1203001173,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295120664,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-04-05,5.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295120664,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:49.465Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43719,1203000975,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295117414,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,13.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-02,2.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295117414,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:52:09.174Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43736,1203000958,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295117024,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-02-27,27.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295117024,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:51:26.326Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43796,1203000898,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295115929,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-03-04,4.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295115929,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:51:25.213Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43848,1203000846,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295115560,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-11-13,13.0,11.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295115560,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:40.766Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43853,1203000841,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295115197,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-11-27,27.0,11.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295115197,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:50:54.832Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43914,1203000780,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295114439,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-05-16,16.0,5.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295114439,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:25:43.530Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43933,1203000761,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295113738,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,16.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-31,31.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295113738,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:50.565Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43990,1203000702,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295112986,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1989-12-25,25.0,12.0,1989.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295112986,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:56.206Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44017,1203000654,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110898,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-04,4.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110898,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:54.965Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44046,1203000625,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110532,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-04-30,30.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110532,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:29.205Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44069,1203000601,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110174,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-01,1.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110174,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:03:39.187Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44131,1203000473,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295108008,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-02,2.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295108008,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:27:12.327Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44150,1203000454,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295107990,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-31,31.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295107990,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:49.325Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44211,1203000393,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295106544,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-30,30.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295106544,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:58.665Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44311,1203000159,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295125245,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-08,8.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295125245,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:25:44.529Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44316,1203000154,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295124921,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-03-29,29.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295124921,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:47:33.996Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44355,1203000115,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295124370,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-02-02,2.0,2.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295124370,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:33.532Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44438,1203000032,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295123505,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1991-01-22,22.0,1.0,1991.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295123505,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:06:47.978Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44493,1202999756,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295120285,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-04-13,13.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295120285,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:50:58.796Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44554,1202999673,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295119197,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-04-14,14.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295119197,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:23:47.393Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44740,1202999443,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295115517,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-06-04,4.0,6.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295115517,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:52:10.902Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44769,1202999414,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295114798,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-12-02,2.0,12.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295114798,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:24:07.540Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44844,1202999339,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295113695,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-07-02,2.0,7.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295113695,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T09:51:27.116Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44930,1202999230,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295110864,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Meno River,Moyen-Cavally (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833334,-7.3,,,,,,,1990-01-29,29.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295110864,,,,CC_BY_4_0,,obsr568763,,,2024-04-17T08:46:08.409Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
